"SPIN_NH","OLO_ward","GW_ward","HC_ward","OLO_average"
0.969253294289897,0.963396778916545,0.969253294289897,0.967789165446559,0.95900439238653
0.972181551976574,0.957540263543192,0.970717423133236,0.967789165446559,0.956076134699854
0.966325036603221,0.957540263543192,0.967789165446559,0.967789165446559,0.95900439238653
0.963396778916545,0.964860907759883,0.967789165446559,0.967789165446559,0.950219619326501
0.969253294289897,0.966325036603221,0.967789165446559,0.967789165446559,0.951683748169839
0.961932650073206,0.964860907759883,0.964860907759883,0.967789165446559,0.953147877013177
0.957540263543192,0.966325036603221,0.963396778916545,0.967789165446559,0.960468521229868
0.970717423133236,0.963396778916545,0.966325036603221,0.967789165446559,0.961932650073206
0.961932650073206,0.961932650073206,0.966325036603221,0.967789165446559,0.954612005856515
0.969253294289897,0.961932650073206,0.969253294289897,0.967789165446559,0.956076134699854
0.963396778916545,0.95900439238653,0.966325036603221,0.967789165446559,0.961932650073206
0.966325036603221,0.961932650073206,0.970717423133236,0.967789165446559,0.960468521229868
0.970717423133236,0.963396778916545,0.961932650073206,0.967789165446559,0.95900439238653
0.967789165446559,0.964860907759883,0.970717423133236,0.967789165446559,0.960468521229868
0.969253294289897,0.95900439238653,0.970717423133236,0.967789165446559,0.954612005856515
0.964860907759883,0.966325036603221,0.964860907759883,0.967789165446559,0.954612005856515
0.960468521229868,0.963396778916545,0.963396778916545,0.967789165446559,0.954612005856515
0.964860907759883,0.966325036603221,0.963396778916545,0.967789165446559,0.951683748169839
0.963396778916545,0.963396778916545,0.966325036603221,0.967789165446559,0.957540263543192
0.969253294289897,0.960468521229868,0.966325036603221,0.967789165446559,0.953147877013177
0.967789165446559,0.966325036603221,0.969253294289897,0.967789165446559,0.95900439238653
0.966325036603221,0.966325036603221,0.967789165446559,0.967789165446559,0.950219619326501
0.970717423133236,0.95900439238653,0.970717423133236,0.967789165446559,0.963396778916545
0.973645680819912,0.963396778916545,0.966325036603221,0.967789165446559,0.954612005856515
0.956076134699854,0.964860907759883,0.967789165446559,0.967789165446559,0.956076134699854
0.970717423133236,0.967789165446559,0.967789165446559,0.967789165446559,0.95900439238653
0.961932650073206,0.967789165446559,0.966325036603221,0.967789165446559,0.957540263543192
0.967789165446559,0.960468521229868,0.966325036603221,0.967789165446559,0.961932650073206
0.97510980966325,0.966325036603221,0.969253294289897,0.967789165446559,0.95900439238653
0.970717423133236,0.960468521229868,0.966325036603221,0.967789165446559,0.963396778916545
0.969253294289897,0.967789165446559,0.967789165446559,0.967789165446559,0.95900439238653
0.972181551976574,0.966325036603221,0.964860907759883,0.967789165446559,0.95900439238653
0.95900439238653,0.967789165446559,0.969253294289897,0.967789165446559,0.95900439238653
0.963396778916545,0.960468521229868,0.969253294289897,0.967789165446559,0.963396778916545
0.970717423133236,0.964860907759883,0.967789165446559,0.967789165446559,0.951683748169839
0.972181551976574,0.961932650073206,0.966325036603221,0.967789165446559,0.954612005856515
0.964860907759883,0.969253294289897,0.966325036603221,0.967789165446559,0.954612005856515
0.970717423133236,0.967789165446559,0.964860907759883,0.967789165446559,0.964860907759883
0.969253294289897,0.963396778916545,0.967789165446559,0.967789165446559,0.954612005856515
0.961932650073206,0.961932650073206,0.964860907759883,0.967789165446559,0.951683748169839
0.957540263543192,0.967789165446559,0.972181551976574,0.967789165446559,0.957540263543192
0.966325036603221,0.963396778916545,0.966325036603221,0.967789165446559,0.956076134699854
0.970717423133236,0.967789165446559,0.964860907759883,0.967789165446559,0.951683748169839
0.967789165446559,0.960468521229868,0.967789165446559,0.967789165446559,0.956076134699854
0.966325036603221,0.966325036603221,0.964860907759883,0.967789165446559,0.954612005856515
0.970717423133236,0.961932650073206,0.964860907759883,0.967789165446559,0.950219619326501
0.972181551976574,0.960468521229868,0.964860907759883,0.967789165446559,0.961932650073206
0.960468521229868,0.963396778916545,0.966325036603221,0.967789165446559,0.960468521229868
0.972181551976574,0.964860907759883,0.970717423133236,0.967789165446559,0.954612005856515
0.967789165446559,0.966325036603221,0.967789165446559,0.967789165446559,0.960468521229868
0.969253294289897,0.961932650073206,0.967789165446559,0.967789165446559,0.960468521229868
0.967789165446559,0.967789165446559,0.966325036603221,0.967789165446559,0.956076134699854
0.961932650073206,0.961932650073206,0.967789165446559,0.967789165446559,0.951683748169839
0.967789165446559,0.963396778916545,0.970717423133236,0.967789165446559,0.953147877013177
0.961932650073206,0.963396778916545,0.969253294289897,0.967789165446559,0.953147877013177
0.95900439238653,0.964860907759883,0.970717423133236,0.967789165446559,0.960468521229868
0.97510980966325,0.964860907759883,0.967789165446559,0.967789165446559,0.960468521229868
0.966325036603221,0.961932650073206,0.969253294289897,0.967789165446559,0.954612005856515
0.972181551976574,0.966325036603221,0.972181551976574,0.967789165446559,0.957540263543192
0.967789165446559,0.966325036603221,0.967789165446559,0.967789165446559,0.957540263543192
0.95900439238653,0.95900439238653,0.966325036603221,0.967789165446559,0.960468521229868
0.963396778916545,0.964860907759883,0.966325036603221,0.967789165446559,0.957540263543192
0.966325036603221,0.95900439238653,0.966325036603221,0.967789165446559,0.956076134699854
0.966325036603221,0.964860907759883,0.966325036603221,0.967789165446559,0.954612005856515
0.969253294289897,0.961932650073206,0.964860907759883,0.967789165446559,0.956076134699854
0.969253294289897,0.967789165446559,0.964860907759883,0.967789165446559,0.954612005856515
0.972181551976574,0.964860907759883,0.967789165446559,0.967789165446559,0.956076134699854
0.970717423133236,0.964860907759883,0.966325036603221,0.967789165446559,0.957540263543192
0.951683748169839,0.960468521229868,0.969253294289897,0.967789165446559,0.95900439238653
0.978038067349927,0.961932650073206,0.967789165446559,0.967789165446559,0.957540263543192
0.97510980966325,0.95900439238653,0.966325036603221,0.967789165446559,0.95900439238653
0.966325036603221,0.966325036603221,0.970717423133236,0.967789165446559,0.951683748169839
0.969253294289897,0.963396778916545,0.966325036603221,0.967789165446559,0.961932650073206
0.978038067349927,0.964860907759883,0.966325036603221,0.967789165446559,0.963396778916545
0.969253294289897,0.960468521229868,0.970717423133236,0.967789165446559,0.953147877013177
0.967789165446559,0.961932650073206,0.972181551976574,0.967789165446559,0.956076134699854
0.972181551976574,0.969253294289897,0.967789165446559,0.967789165446559,0.954612005856515
0.973645680819912,0.961932650073206,0.972181551976574,0.967789165446559,0.961932650073206
0.960468521229868,0.964860907759883,0.967789165446559,0.967789165446559,0.951683748169839
0.963396778916545,0.966325036603221,0.967789165446559,0.967789165446559,0.95900439238653
0.963396778916545,0.961932650073206,0.966325036603221,0.967789165446559,0.95900439238653
0.976573938506589,0.963396778916545,0.970717423133236,0.967789165446559,0.960468521229868
0.960468521229868,0.963396778916545,0.966325036603221,0.967789165446559,0.954612005856515
0.964860907759883,0.961932650073206,0.966325036603221,0.967789165446559,0.956076134699854
0.966325036603221,0.970717423133236,0.964860907759883,0.967789165446559,0.95900439238653
0.972181551976574,0.961932650073206,0.967789165446559,0.967789165446559,0.957540263543192
0.960468521229868,0.960468521229868,0.967789165446559,0.967789165446559,0.957540263543192
0.964860907759883,0.95900439238653,0.967789165446559,0.967789165446559,0.953147877013177
0.973645680819912,0.963396778916545,0.970717423133236,0.967789165446559,0.957540263543192
0.976573938506589,0.963396778916545,0.967789165446559,0.967789165446559,0.957540263543192
0.963396778916545,0.95900439238653,0.966325036603221,0.967789165446559,0.954612005856515
0.966325036603221,0.963396778916545,0.967789165446559,0.967789165446559,0.953147877013177
0.95900439238653,0.964860907759883,0.966325036603221,0.967789165446559,0.95900439238653
0.966325036603221,0.967789165446559,0.966325036603221,0.967789165446559,0.953147877013177
0.954612005856515,0.963396778916545,0.969253294289897,0.967789165446559,0.963396778916545
0.972181551976574,0.957540263543192,0.966325036603221,0.967789165446559,0.950219619326501
0.960468521229868,0.969253294289897,0.967789165446559,0.967789165446559,0.963396778916545
0.966325036603221,0.961932650073206,0.966325036603221,0.967789165446559,0.961932650073206
0.964860907759883,0.963396778916545,0.967789165446559,0.967789165446559,0.954612005856515
0.95900439238653,0.963396778916545,0.966325036603221,0.967789165446559,0.953147877013177
0.969253294289897,0.966325036603221,0.969253294289897,0.967789165446559,0.956076134699854
0.963396778916545,0.966325036603221,0.969253294289897,0.967789165446559,0.953147877013177
0.967789165446559,0.963396778916545,0.966325036603221,0.967789165446559,0.954612005856515
0.964860907759883,0.966325036603221,0.967789165446559,0.967789165446559,0.950219619326501
0.969253294289897,0.966325036603221,0.961932650073206,0.967789165446559,0.95900439238653
0.967789165446559,0.961932650073206,0.967789165446559,0.967789165446559,0.960468521229868
0.967789165446559,0.964860907759883,0.970717423133236,0.967789165446559,0.957540263543192
0.964860907759883,0.963396778916545,0.966325036603221,0.967789165446559,0.95900439238653
0.960468521229868,0.966325036603221,0.966325036603221,0.967789165446559,0.951683748169839
0.969253294289897,0.966325036603221,0.967789165446559,0.967789165446559,0.95900439238653
0.969253294289897,0.961932650073206,0.966325036603221,0.967789165446559,0.954612005856515
0.964860907759883,0.95900439238653,0.967789165446559,0.967789165446559,0.960468521229868
0.967789165446559,0.961932650073206,0.964860907759883,0.967789165446559,0.954612005856515
0.969253294289897,0.966325036603221,0.964860907759883,0.967789165446559,0.956076134699854
0.963396778916545,0.964860907759883,0.964860907759883,0.967789165446559,0.950219619326501
0.970717423133236,0.960468521229868,0.969253294289897,0.967789165446559,0.956076134699854
0.970717423133236,0.964860907759883,0.966325036603221,0.967789165446559,0.957540263543192
0.964860907759883,0.964860907759883,0.966325036603221,0.967789165446559,0.961932650073206
0.967789165446559,0.960468521229868,0.969253294289897,0.967789165446559,0.95900439238653
0.961932650073206,0.956076134699854,0.967789165446559,0.967789165446559,0.957540263543192
0.972181551976574,0.95900439238653,0.970717423133236,0.967789165446559,0.950219619326501
0.969253294289897,0.963396778916545,0.967789165446559,0.967789165446559,0.951683748169839
0.972181551976574,0.964860907759883,0.970717423133236,0.967789165446559,0.960468521229868
0.95900439238653,0.967789165446559,0.969253294289897,0.967789165446559,0.954612005856515
0.973645680819912,0.95900439238653,0.967789165446559,0.967789165446559,0.966325036603221
0.964860907759883,0.963396778916545,0.969253294289897,0.967789165446559,0.954612005856515
0.95900439238653,0.964860907759883,0.967789165446559,0.967789165446559,0.961932650073206
0.957540263543192,0.961932650073206,0.964860907759883,0.967789165446559,0.960468521229868
0.966325036603221,0.960468521229868,0.966325036603221,0.967789165446559,0.960468521229868
0.967789165446559,0.961932650073206,0.967789165446559,0.967789165446559,0.961932650073206
0.960468521229868,0.961932650073206,0.967789165446559,0.967789165446559,0.953147877013177
0.966325036603221,0.957540263543192,0.966325036603221,0.967789165446559,0.956076134699854
0.966325036603221,0.964860907759883,0.967789165446559,0.967789165446559,0.951683748169839
0.966325036603221,0.963396778916545,0.964860907759883,0.967789165446559,0.956076134699854
0.967789165446559,0.967789165446559,0.967789165446559,0.967789165446559,0.956076134699854
0.969253294289897,0.960468521229868,0.967789165446559,0.967789165446559,0.960468521229868
0.966325036603221,0.964860907759883,0.969253294289897,0.967789165446559,0.951683748169839
0.97510980966325,0.964860907759883,0.966325036603221,0.967789165446559,0.953147877013177
0.964860907759883,0.960468521229868,0.966325036603221,0.967789165446559,0.963396778916545
0.964860907759883,0.967789165446559,0.967789165446559,0.967789165446559,0.957540263543192
0.964860907759883,0.964860907759883,0.964860907759883,0.967789165446559,0.95900439238653
0.970717423133236,0.964860907759883,0.966325036603221,0.967789165446559,0.957540263543192
0.967789165446559,0.960468521229868,0.969253294289897,0.967789165446559,0.956076134699854
0.966325036603221,0.964860907759883,0.966325036603221,0.967789165446559,0.95900439238653
0.960468521229868,0.966325036603221,0.969253294289897,0.967789165446559,0.95900439238653
0.953147877013177,0.960468521229868,0.966325036603221,0.967789165446559,0.953147877013177
0.969253294289897,0.963396778916545,0.964860907759883,0.967789165446559,0.95900439238653
0.970717423133236,0.966325036603221,0.966325036603221,0.967789165446559,0.960468521229868
0.969253294289897,0.963396778916545,0.967789165446559,0.967789165446559,0.960468521229868
0.966325036603221,0.963396778916545,0.967789165446559,0.967789165446559,0.95900439238653
0.95900439238653,0.966325036603221,0.967789165446559,0.967789165446559,0.953147877013177
0.970717423133236,0.964860907759883,0.966325036603221,0.967789165446559,0.956076134699854
0.964860907759883,0.960468521229868,0.966325036603221,0.967789165446559,0.957540263543192
0.964860907759883,0.960468521229868,0.967789165446559,0.967789165446559,0.95900439238653
0.967789165446559,0.95900439238653,0.967789165446559,0.967789165446559,0.960468521229868
0.95900439238653,0.966325036603221,0.967789165446559,0.967789165446559,0.957540263543192
0.966325036603221,0.960468521229868,0.966325036603221,0.967789165446559,0.960468521229868
0.964860907759883,0.964860907759883,0.966325036603221,0.967789165446559,0.95900439238653
0.970717423133236,0.960468521229868,0.969253294289897,0.967789165446559,0.963396778916545
0.966325036603221,0.963396778916545,0.966325036603221,0.967789165446559,0.95900439238653
0.970717423133236,0.963396778916545,0.969253294289897,0.967789165446559,0.954612005856515
0.970717423133236,0.969253294289897,0.966325036603221,0.967789165446559,0.948755490483163
0.957540263543192,0.960468521229868,0.967789165446559,0.967789165446559,0.953147877013177
0.973645680819912,0.966325036603221,0.964860907759883,0.967789165446559,0.95900439238653
0.969253294289897,0.95900439238653,0.966325036603221,0.967789165446559,0.956076134699854
0.976573938506589,0.964860907759883,0.967789165446559,0.967789165446559,0.954612005856515
0.963396778916545,0.960468521229868,0.969253294289897,0.967789165446559,0.961932650073206
0.967789165446559,0.963396778916545,0.964860907759883,0.967789165446559,0.956076134699854
0.973645680819912,0.963396778916545,0.969253294289897,0.967789165446559,0.960468521229868
0.966325036603221,0.95900439238653,0.967789165446559,0.967789165446559,0.957540263543192
0.957540263543192,0.961932650073206,0.966325036603221,0.967789165446559,0.957540263543192
0.972181551976574,0.961932650073206,0.964860907759883,0.967789165446559,0.954612005856515
0.972181551976574,0.966325036603221,0.967789165446559,0.967789165446559,0.956076134699854
0.969253294289897,0.964860907759883,0.966325036603221,0.967789165446559,0.957540263543192
0.970717423133236,0.966325036603221,0.969253294289897,0.967789165446559,0.951683748169839
0.966325036603221,0.967789165446559,0.970717423133236,0.967789165446559,0.960468521229868
0.970717423133236,0.966325036603221,0.966325036603221,0.967789165446559,0.956076134699854
0.972181551976574,0.960468521229868,0.966325036603221,0.967789165446559,0.953147877013177
0.951683748169839,0.966325036603221,0.966325036603221,0.967789165446559,0.957540263543192
0.967789165446559,0.960468521229868,0.969253294289897,0.967789165446559,0.95900439238653
0.967789165446559,0.966325036603221,0.966325036603221,0.967789165446559,0.966325036603221
0.969253294289897,0.966325036603221,0.964860907759883,0.967789165446559,0.961932650073206
0.960468521229868,0.961932650073206,0.964860907759883,0.967789165446559,0.950219619326501
0.969253294289897,0.966325036603221,0.964860907759883,0.967789165446559,0.957540263543192
0.963396778916545,0.963396778916545,0.967789165446559,0.967789165446559,0.961932650073206
0.970717423133236,0.969253294289897,0.964860907759883,0.967789165446559,0.956076134699854
0.970717423133236,0.964860907759883,0.966325036603221,0.967789165446559,0.960468521229868
0.960468521229868,0.964860907759883,0.966325036603221,0.967789165446559,0.957540263543192
0.966325036603221,0.964860907759883,0.969253294289897,0.967789165446559,0.953147877013177
0.967789165446559,0.961932650073206,0.963396778916545,0.967789165446559,0.95900439238653
0.963396778916545,0.964860907759883,0.966325036603221,0.967789165446559,0.956076134699854
0.963396778916545,0.961932650073206,0.970717423133236,0.967789165446559,0.953147877013177
0.95900439238653,0.964860907759883,0.967789165446559,0.967789165446559,0.957540263543192
0.969253294289897,0.970717423133236,0.969253294289897,0.967789165446559,0.954612005856515
0.970717423133236,0.963396778916545,0.967789165446559,0.967789165446559,0.956076134699854
0.961932650073206,0.963396778916545,0.967789165446559,0.967789165446559,0.960468521229868
0.973645680819912,0.967789165446559,0.966325036603221,0.967789165446559,0.951683748169839
0.973645680819912,0.964860907759883,0.967789165446559,0.967789165446559,0.953147877013177
0.969253294289897,0.963396778916545,0.966325036603221,0.967789165446559,0.956076134699854
0.967789165446559,0.966325036603221,0.967789165446559,0.967789165446559,0.956076134699854
0.967789165446559,0.966325036603221,0.967789165446559,0.967789165446559,0.95900439238653
0.969253294289897,0.960468521229868,0.967789165446559,0.967789165446559,0.957540263543192
0.963396778916545,0.961932650073206,0.969253294289897,0.967789165446559,0.956076134699854
0.973645680819912,0.963396778916545,0.967789165446559,0.967789165446559,0.951683748169839
0.978038067349927,0.964860907759883,0.969253294289897,0.967789165446559,0.957540263543192
0.970717423133236,0.964860907759883,0.966325036603221,0.967789165446559,0.951683748169839
0.967789165446559,0.969253294289897,0.967789165446559,0.967789165446559,0.954612005856515
0.97510980966325,0.961932650073206,0.964860907759883,0.967789165446559,0.956076134699854
0.967789165446559,0.960468521229868,0.964860907759883,0.967789165446559,0.951683748169839
0.960468521229868,0.963396778916545,0.969253294289897,0.967789165446559,0.954612005856515
0.964860907759883,0.966325036603221,0.967789165446559,0.967789165446559,0.960468521229868
0.964860907759883,0.963396778916545,0.969253294289897,0.967789165446559,0.954612005856515
0.967789165446559,0.966325036603221,0.967789165446559,0.967789165446559,0.957540263543192
0.969253294289897,0.961932650073206,0.967789165446559,0.967789165446559,0.960468521229868
0.966325036603221,0.963396778916545,0.964860907759883,0.967789165446559,0.956076134699854
0.969253294289897,0.966325036603221,0.963396778916545,0.967789165446559,0.960468521229868
0.969253294289897,0.966325036603221,0.967789165446559,0.967789165446559,0.960468521229868
0.97510980966325,0.964860907759883,0.967789165446559,0.967789165446559,0.953147877013177
0.969253294289897,0.961932650073206,0.967789165446559,0.967789165446559,0.963396778916545
0.966325036603221,0.966325036603221,0.966325036603221,0.967789165446559,0.953147877013177
0.972181551976574,0.961932650073206,0.967789165446559,0.967789165446559,0.957540263543192
0.972181551976574,0.969253294289897,0.964860907759883,0.967789165446559,0.961932650073206
0.973645680819912,0.964860907759883,0.967789165446559,0.967789165446559,0.957540263543192
0.964860907759883,0.972181551976574,0.970717423133236,0.967789165446559,0.953147877013177
0.970717423133236,0.964860907759883,0.969253294289897,0.967789165446559,0.953147877013177
0.966325036603221,0.960468521229868,0.963396778916545,0.967789165446559,0.957540263543192
0.973645680819912,0.966325036603221,0.967789165446559,0.967789165446559,0.960468521229868
0.966325036603221,0.967789165446559,0.967789165446559,0.967789165446559,0.960468521229868
0.969253294289897,0.963396778916545,0.966325036603221,0.967789165446559,0.953147877013177
0.966325036603221,0.95900439238653,0.969253294289897,0.967789165446559,0.957540263543192
0.97510980966325,0.960468521229868,0.966325036603221,0.967789165446559,0.963396778916545
0.967789165446559,0.960468521229868,0.967789165446559,0.967789165446559,0.956076134699854
0.964860907759883,0.963396778916545,0.967789165446559,0.967789165446559,0.954612005856515
0.976573938506589,0.964860907759883,0.969253294289897,0.967789165446559,0.956076134699854
0.973645680819912,0.95900439238653,0.967789165446559,0.967789165446559,0.953147877013177
0.967789165446559,0.963396778916545,0.970717423133236,0.967789165446559,0.960468521229868
0.967789165446559,0.972181551976574,0.966325036603221,0.967789165446559,0.95900439238653
0.972181551976574,0.961932650073206,0.969253294289897,0.967789165446559,0.956076134699854
0.970717423133236,0.966325036603221,0.966325036603221,0.967789165446559,0.961932650073206
0.970717423133236,0.967789165446559,0.969253294289897,0.967789165446559,0.951683748169839
0.966325036603221,0.960468521229868,0.966325036603221,0.967789165446559,0.953147877013177
0.969253294289897,0.966325036603221,0.966325036603221,0.967789165446559,0.953147877013177
0.97510980966325,0.961932650073206,0.966325036603221,0.967789165446559,0.953147877013177
0.964860907759883,0.967789165446559,0.969253294289897,0.967789165446559,0.95900439238653
0.967789165446559,0.961932650073206,0.970717423133236,0.967789165446559,0.957540263543192
0.966325036603221,0.960468521229868,0.964860907759883,0.967789165446559,0.963396778916545
0.969253294289897,0.966325036603221,0.969253294289897,0.967789165446559,0.961932650073206
0.964860907759883,0.966325036603221,0.964860907759883,0.967789165446559,0.95900439238653
0.963396778916545,0.964860907759883,0.966325036603221,0.967789165446559,0.961932650073206
0.963396778916545,0.95900439238653,0.969253294289897,0.967789165446559,0.956076134699854
0.973645680819912,0.963396778916545,0.964860907759883,0.967789165446559,0.954612005856515
0.960468521229868,0.966325036603221,0.964860907759883,0.967789165446559,0.961932650073206
0.961932650073206,0.961932650073206,0.966325036603221,0.967789165446559,0.961932650073206
0.964860907759883,0.961932650073206,0.963396778916545,0.967789165446559,0.960468521229868
0.973645680819912,0.963396778916545,0.969253294289897,0.967789165446559,0.953147877013177
0.967789165446559,0.966325036603221,0.969253294289897,0.967789165446559,0.954612005856515
0.969253294289897,0.964860907759883,0.966325036603221,0.967789165446559,0.957540263543192
0.976573938506589,0.960468521229868,0.967789165446559,0.967789165446559,0.961932650073206
0.964860907759883,0.969253294289897,0.966325036603221,0.967789165446559,0.954612005856515
0.976573938506589,0.967789165446559,0.967789165446559,0.967789165446559,0.95900439238653
0.969253294289897,0.961932650073206,0.964860907759883,0.967789165446559,0.960468521229868
0.960468521229868,0.961932650073206,0.964860907759883,0.967789165446559,0.956076134699854
